888,-21.81,0.00
890,-21.81,0.00
892,-35.59,0.00
894,-35.59,0.00
896,-21.81,0.00
898,-283.57,0.00
900,-21.81,0.00
902,-35.59,0.00
904,-35.59,0.00
906,-8.03,0.00
908,-35.59,0.00
910,-35.59,0.00
912,-35.59,0.00
914,5.74,0.00
916,-35.59,0.00
918,33.30,0.00
920,-35.59,0.00
922,-35.59,0.00
924,-35.59,0.00
926,-21.81,0.00
928,-21.81,0.00
930,33.30,0.00
932,-21.81,0.00
934,19.52,0.00
936,-21.81,0.00
938,-8.03,0.00
940,-35.59,0.00
942,-132.03,0.00
944,19.52,0.00
946,-21.81,0.00
948,-8.03,0.00
950,-8.03,0.00
952,-8.03,0.00
954,-8.03,0.00
956,33.30,0.00
958,-21.81,0.00
960,19.52,0.00
962,5.74,0.00
964,47.08,0.00
966,5.74,0.00
968,33.30,0.00
970,5.74,0.00
972,-8.03,0.00
974,-8.03,0.00
976,-104.47,0.00
978,5.74,0.00
980,5.74,0.00
982,47.08,0.00
984,5.74,0.00
986,5.74,0.00
988,5.74,0.00
990,-63.14,0.00
992,5.74,0.00
994,47.08,0.00
996,5.74,0.00
998,19.52,0.00
1000,5.74,0.00
1002,33.30,0.00
1004,5.74,0.00
1006,19.52,0.00
1008,19.52,0.00
1010,5.74,0.00
1012,19.52,0.00
1014,19.52,0.00
1016,19.52,0.00
1018,19.52,0.00
1020,47.08,0.00
1022,115.96,0.00
1024,33.30,0.00
1026,5.74,0.00
1028,33.30,0.00
1030,19.52,0.00
1032,19.52,0.00
1034,47.08,0.00
1036,19.52,0.00
1038,19.52,0.00
1040,33.30,0.00
1042,5.74,0.00
1044,5.74,0.00
1046,5.74,0.00
1048,47.08,0.00
1050,19.52,0.00
1052,5.74,0.00
1054,19.52,0.00
1056,5.74,0.00
1058,5.74,0.00
1060,19.52,0.00
1062,19.52,0.00
1064,33.30,0.00
1066,19.52,0.00
1068,19.52,0.00
1070,5.74,0.00
1072,5.74,0.00
1074,33.30,0.00
1076,19.52,0.00
1078,19.52,0.00
1080,19.52,0.00
1082,33.30,0.00
1084,74.63,0.00
1086,19.52,0.00
1088,-8.03,0.00
1090,5.74,0.00
1092,-104.47,0.00
1094,5.74,0.00
1096,-90.69,0.00
1098,5.74,0.00
1100,5.74,0.00
1102,5.74,0.00
1104,-8.03,0.00
1106,5.74,0.00
1108,5.74,0.00
1110,5.74,0.00
1112,-8.03,0.00
1114,5.74,0.00
1117,5.74,0.00
1119,-8.03,0.00
1121,5.74,0.00
1123,5.74,0.00
1125,-8.03,0.00
1127,-90.69,0.00
1129,-8.03,0.00
1131,5.74,0.00
1133,-8.03,0.00
1135,-8.03,0.00
1137,-8.03,0.00
1139,-8.03,0.00
1141,5.74,0.00
1143,5.74,0.00
1145,-8.03,0.00
1147,5.74,0.00
1149,5.74,0.00
1151,5.74,0.00
1153,5.74,0.00
1155,-8.03,0.00
1157,-8.03,0.00
1159,5.74,0.00
1161,5.74,0.00
1163,5.74,0.00
1165,5.74,0.00
1167,5.74,0.00
1169,5.74,0.00
1171,-8.03,0.00
1173,-8.03,0.00
1175,19.52,0.00
1177,-8.03,0.00
1179,47.08,0.00
1181,5.74,0.00
1183,5.74,0.00
1185,74.63,0.00
1187,-8.03,0.00
1189,5.74,0.00
1191,-8.03,0.00
1193,-8.03,0.00
1195,-8.03,0.00
1197,-8.03,0.00
1199,5.74,0.00
1201,5.74,0.00
1203,-8.03,0.00
1205,-8.03,0.00
1207,-8.03,0.00
1209,-8.03,0.00
1211,-8.03,0.00
1213,-8.03,0.00
1215,-8.03,0.00
1217,-8.03,0.00
1219,5.74,0.00
1221,-8.03,0.00
1223,-8.03,0.00
1225,33.30,0.00
1227,-8.03,0.00
1229,5.74,0.00
1231,5.74,0.00
1233,-8.03,0.00
1235,5.74,0.00
1237,-21.81,0.00
1239,-8.03,0.00
1241,-8.03,0.00
1243,-8.03,0.00
1245,5.74,0.00
1247,-8.03,0.00
1249,5.74,0.00
1251,-8.03,0.00
1253,-8.03,0.00
1255,-8.03,0.00
1257,-8.03,0.00
1259,-8.03,0.00
1261,19.52,0.00
1263,-8.03,0.00
1265,19.52,0.00
1267,5.74,0.00
1269,-8.03,0.00
1271,-8.03,0.00
1273,-8.03,0.00
1275,-8.03,0.00
1277,-8.03,0.00
1279,5.74,0.00
1281,-8.03,0.00
1283,-8.03,0.00
1285,-8.03,0.00
1287,-8.03,0.00
1289,-8.03,0.00
1291,-8.03,0.00
1293,-8.03,0.00
1295,5.74,0.00
1297,-8.03,0.00
1299,5.74,0.00
1301,-8.03,0.00
1303,5.74,0.00
1305,-8.03,0.00
1307,-8.03,0.00
1309,-8.03,0.00
1311,-8.03,0.00
1313,-8.03,0.00
1315,5.74,0.00
1317,-8.03,0.00
1319,5.74,0.00
1321,-8.03,0.00
1323,-8.03,0.00
1325,-8.03,0.00
1327,5.74,0.00
1329,-8.03,0.00
1331,5.74,0.00
1333,-8.03,0.00
1335,19.52,0.00
1337,5.74,0.00
1339,-8.03,0.00
1341,-8.03,0.00
1343,5.74,0.00
1345,-8.03,0.00
1347,-8.03,0.00
1349,-8.03,0.00
1351,5.74,0.00
1353,-8.03,0.00
1355,5.74,0.00
1357,-8.03,0.00
1359,-8.03,0.00
1361,-8.03,0.00
1363,19.52,0.00
1365,5.74,0.00
1367,-104.47,0.00
1369,5.74,0.00
1371,33.30,0.00
1373,5.74,0.00
1375,-8.03,0.00
1377,5.74,0.00
1379,5.74,0.00
1381,5.74,0.00
1383,5.74,0.00
1385,19.52,0.00
1387,5.74,0.00
1389,-8.03,0.00
1391,5.74,0.00
1393,5.74,0.00
1395,5.74,0.00
1397,19.52,0.00
1399,19.52,0.00
1401,5.74,0.00
1403,5.74,0.00
1405,5.74,0.00
1407,5.74,0.00
1409,5.74,0.00
1411,19.52,0.00
1413,5.74,0.00
1415,5.74,0.00
1417,5.74,0.00
1419,-8.03,0.00
1421,5.74,0.00
1423,-8.03,0.00
1425,5.74,0.00
1427,5.74,0.00
1429,5.74,0.00
1431,5.74,0.00
1433,5.74,0.00
1435,5.74,0.00
1437,5.74,0.00
1439,-8.03,0.00
1441,-21.81,0.00
1443,5.74,0.00
1445,5.74,0.00
1447,-8.03,0.00
1449,5.74,0.00
1451,-8.03,0.00
1453,-8.03,0.00
1455,5.74,0.00
1457,5.74,0.00
1459,-8.03,0.00
1461,5.74,0.00
1463,5.74,0.00
1465,5.74,0.00
1467,5.74,0.00
1469,19.52,0.00
1471,-8.03,0.00
1473,5.74,0.00
1475,5.74,0.00
1477,5.74,0.00
1479,5.74,0.00
1481,5.74,0.00
1483,5.74,0.00
1485,-8.03,0.00
1487,5.74,0.00
1489,5.74,0.00
1491,19.52,0.00
1493,-35.59,0.00
1495,5.74,0.00
1497,5.74,0.00
1499,5.74,0.00
1501,5.74,0.00
1503,-8.03,0.00
1505,-8.03,0.00
1507,-8.03,0.00
1509,-8.03,0.00
1511,5.74,0.00
1513,5.74,0.00
1515,5.74,0.00
1517,5.74,0.00
1519,5.74,0.00
1521,-8.03,0.00
1523,-8.03,0.00
1525,5.74,0.00
1527,-21.81,0.00
1529,5.74,0.00
1531,5.74,0.00
1533,5.74,0.00
1535,5.74,0.00
1537,-8.03,0.00
1539,5.74,0.00
1541,-8.03,0.00
1543,5.74,0.00
1545,5.74,0.00
1547,5.74,0.00
1549,19.52,0.00
1551,5.74,0.00
1553,5.74,0.00
1555,-8.03,0.00
1557,5.74,0.00
1559,33.30,0.00
1561,5.74,0.00
1563,5.74,0.00
1565,5.74,0.00
1567,5.74,0.00
1569,5.74,0.00
1571,5.74,0.00
1573,-8.03,0.00
1575,-8.03,0.00
1577,19.52,0.00
1579,-8.03,0.00
1581,5.74,0.00
1583,5.74,0.00
1585,-8.03,0.00
1587,5.74,0.00
1589,5.74,0.00
1591,-8.03,0.00
1593,-8.03,0.00
1595,19.52,0.00
1597,5.74,0.00
1599,5.74,0.00
1601,5.74,0.00
1603,-8.03,0.00
1605,5.74,0.00
1607,19.52,0.00
1609,-8.03,0.00
1611,-8.03,0.00
1613,-8.03,0.00
1615,-8.03,0.00
1617,33.30,0.00
1619,5.74,0.00
1621,5.74,0.00
1623,-8.03,0.00
1625,-8.03,0.00
1627,-8.03,0.00
1629,5.74,0.00
1631,5.74,0.00
1633,33.30,0.00
1635,33.30,0.00
1637,-8.03,0.00
1639,5.74,0.00
1641,5.74,0.00
1643,5.74,0.00
1645,-8.03,0.00
1647,5.74,0.00
1649,5.74,0.00
1651,-8.03,0.00
1653,5.74,0.00
1655,-8.03,0.00
1657,-8.03,0.00
1659,-8.03,0.00
1661,-8.03,0.00
1663,-8.03,0.00
1665,5.74,0.00
1667,5.74,0.00
1669,5.74,0.00
1671,-8.03,0.00
1673,-8.03,0.00
1675,-8.03,0.00
1677,5.74,0.00
1679,5.74,0.00
1681,-8.03,0.00
1683,47.08,0.00
1685,5.74,0.00
1687,-8.03,0.00
1689,-8.03,0.00
1691,-8.03,0.00
1693,5.74,0.00
1695,-8.03,0.00
1697,5.74,0.00
1699,5.74,0.00
1701,-8.03,0.00
1703,-8.03,0.00
1705,-8.03,0.00
1707,5.74,0.00
1709,5.74,0.00
1711,19.52,0.00
1713,5.74,0.00
1715,5.74,0.00
1717,5.74,0.00
1719,5.74,0.00
1721,-8.03,0.00
1723,-8.03,0.00
1725,5.74,0.00
1727,-8.03,0.00
1729,-8.03,0.00
1731,5.74,0.00
1733,-8.03,0.00
1735,5.74,0.00
1737,5.74,0.00
1739,-104.47,0.00
1741,5.74,0.00
1743,-8.03,0.00
1745,5.74,0.00
1747,5.74,0.00
1749,-8.03,0.00
1751,5.74,0.00
1753,19.52,0.00
1755,5.74,0.00
1757,-8.03,0.00
